City,month,NO2,year,month_num,dayofyear,season,NO2_prev_month,NO2_roll3
Warsaw (Poland),2021-12-01,28.3,2021,12,335,1,23.5,25.566666666666663
Lisbon (Portugal),2021-12-01,23.7,2021,12,335,1,30.5,27.666666666666668
Bucharest (Romania),2021-12-01,31.8,2021,12,335,1,46.1,40.86666666666667
Stockholm (Sweden),2021-12-01,23.5,2021,12,335,1,20.0,20.166666666666668
Ljubljana (Slovenia),2021-12-01,45.2,2021,12,335,1,32.0,35.43333333333334
Bratislava (Slovakia),2021-12-01,21.7,2021,12,335,1,21.2,21.333333333333332
Vienna (Austria),2022-01-01,20.6,2022,1,1,1,22.2,21.46666666666667
Brussels (Belgium),2022-01-01,33.2,2022,1,1,1,30.2,32.8
Sofia (Bulgaria),2022-01-01,27.2,2022,1,1,1,29.5,30.533333333333335
Bern (Switzerland),2022-01-01,30.3,2022,1,1,1,31.2,28.599999999999998
Nicosia (Cyprus),2022-01-01,30.8,2022,1,1,1,33.8,33.99999999999999
Prague (Czech Republic),2022-01-01,21.6,2022,1,1,1,26.6,24.566666666666663
Berlin (Germany),2022-01-01,22.2,2022,1,1,1,26.7,24.7
Copenhagen (Denmark),2022-01-01,14.7,2022,1,1,1,20.8,18.533333333333335
Tallinn (Estonia),2022-01-01,14.0,2022,1,1,1,17.9,14.866666666666665
Athens (Greece),2022-01-01,32.5,2022,1,1,1,31.0,32.13333333333333
Madrid (Spain),2022-01-01,45.3,2022,1,1,1,37.2,39.6
EU27 (aggregate),2022-01-01,27.2,2022,1,1,1,28.8,28.233333333333334
Helsinki (Finland),2022-01-01,15.7,2022,1,1,1,20.3,17.599999999999998
Paris (France),2022-01-01,36.4,2022,1,1,1,34.1,36.233333333333334
Zagreb (Croatia),2022-01-01,39.4,2022,1,1,1,43.0,42.233333333333334
Budapest (Hungary),2022-01-01,28.4,2022,1,1,1,32.7,31.100000000000005
Dublin (Ireland),2022-01-01,31.4,2022,1,1,1,23.3,26.433333333333334
Reykjavik (Iceland),2022-01-01,9.4,2022,1,1,1,16.9,12.600000000000001
Rome (Italy),2022-01-01,38.3,2022,1,1,1,41.8,37.9
Vilnius (Lithuania),2022-01-01,18.8,2022,1,1,1,16.7,17.400000000000002
Luxembourg (Luxembourg),2022-01-01,24.6,2022,1,1,1,25.0,24.933333333333334
Riga (Latvia),2022-01-01,21.3,2022,1,1,1,32.2,24.466666666666665
Valletta (Malta),2022-01-01,29.1,2022,1,1,1,28.5,31.400000000000006
Amsterdam (Netherlands),2022-01-01,27.9,2022,1,1,1,29.5,29.8
Oslo (Norway),2022-01-01,34.9,2022,1,1,1,34.0,32.4
Warsaw (Poland),2022-01-01,23.3,2022,1,1,1,28.3,25.03333333333333
Lisbon (Portugal),2022-01-01,28.8,2022,1,1,1,23.7,27.666666666666668
Bucharest (Romania),2022-01-01,30.0,2022,1,1,1,31.8,35.96666666666666
Stockholm (Sweden),2022-01-01,16.1,2022,1,1,1,23.5,19.866666666666664
Ljubljana (Slovenia),2022-01-01,45.2,2022,1,1,1,45.2,40.800000000000004
Bratislava (Slovakia),2022-01-01,18.7,2022,1,1,1,21.7,20.533333333333335
Vienna (Austria),2022-02-01,19.5,2022,2,32,1,20.6,20.76666666666667
Brussels (Belgium),2022-02-01,24.6,2022,2,32,1,33.2,29.333333333333332
Sofia (Bulgaria),2022-02-01,36.7,2022,2,32,1,27.2,31.133333333333336
Bern (Switzerland),2022-02-01,24.9,2022,2,32,1,30.3,28.8
Nicosia (Cyprus),2022-02-01,32.0,2022,2,32,1,30.8,32.199999999999996
Prague (Czech Republic),2022-02-01,18.9,2022,2,32,1,21.6,22.366666666666664
Berlin (Germany),2022-02-01,20.1,2022,2,32,1,22.2,23.0
Copenhagen (Denmark),2022-02-01,12.4,2022,2,32,1,14.7,15.966666666666667
Tallinn (Estonia),2022-02-01,12.0,2022,2,32,1,14.0,14.633333333333331
Athens (Greece),2022-02-01,36.9,2022,2,32,1,32.5,33.46666666666667
Madrid (Spain),2022-02-01,40.9,2022,2,32,1,45.3,41.13333333333333
EU27 (aggregate),2022-02-01,26.5,2022,2,32,1,27.2,27.5
Helsinki (Finland),2022-02-01,18.8,2022,2,32,1,15.7,18.266666666666666
Paris (France),2022-02-01,30.7,2022,2,32,1,36.4,33.733333333333334
Zagreb (Croatia),2022-02-01,41.0,2022,2,32,1,39.4,41.13333333333333
Budapest (Hungary),2022-02-01,29.0,2022,2,32,1,28.4,30.03333333333333
Dublin (Ireland),2022-02-01,16.8,2022,2,32,1,31.4,23.833333333333332
Reykjavik (Iceland),2022-02-01,14.4,2022,2,32,1,9.4,13.566666666666668
Rome (Italy),2022-02-01,36.9,2022,2,32,1,38.3,39.0
Vilnius (Lithuania),2022-02-01,23.1,2022,2,32,1,18.8,19.53333333333333
Luxembourg (Luxembourg),2022-02-01,20.7,2022,2,32,1,24.6,23.433333333333334
Riga (Latvia),2022-02-01,25.0,2022,2,32,1,21.3,26.166666666666668
Valletta (Malta),2022-02-01,32.5,2022,2,32,1,29.1,30.033333333333335
Amsterdam (Netherlands),2022-02-01,20.9,2022,2,32,1,27.9,26.100000000000005
Oslo (Norway),2022-02-01,27.8,2022,2,32,1,34.9,32.233333333333334
Warsaw (Poland),2022-02-01,25.6,2022,2,32,1,23.3,25.733333333333334
Lisbon (Portugal),2022-02-01,33.5,2022,2,32,1,28.8,28.666666666666668
Bucharest (Romania),2022-02-01,38.1,2022,2,32,1,30.0,33.300000000000004
Stockholm (Sweden),2022-02-01,18.5,2022,2,32,1,16.1,19.366666666666664
Ljubljana (Slovenia),2022-02-01,33.4,2022,2,32,1,45.2,41.26666666666667
Bratislava (Slovakia),2022-02-01,17.6,2022,2,32,1,18.7,19.333333333333336
Vienna (Austria),2022-03-01,28.1,2022,3,60,2,19.5,22.733333333333334
Brussels (Belgium),2022-03-01,38.6,2022,3,60,2,24.6,32.13333333333333
Sofia (Bulgaria),2022-03-01,30.5,2022,3,60,2,36.7,31.46666666666667
Bern (Switzerland),2022-03-01,30.2,2022,3,60,2,24.9,28.46666666666667
Nicosia (Cyprus),2022-03-01,27.0,2022,3,60,2,32.0,29.933333333333326
Prague (Czech Republic),2022-03-01,33.8,2022,3,60,2,18.9,24.766666666666662
Berlin (Germany),2022-03-01,28.7,2022,3,60,2,20.1,23.666666666666668
Copenhagen (Denmark),2022-03-01,20.6,2022,3,60,2,12.4,15.9
Tallinn (Estonia),2022-03-01,17.2,2022,3,60,2,12.0,14.399999999999999
Athens (Greece),2022-03-01,31.9,2022,3,60,2,36.9,33.766666666666666
Madrid (Spain),2022-03-01,24.9,2022,3,60,2,40.9,37.03333333333333
EU27 (aggregate),2022-03-01,30.7,2022,3,60,2,26.5,28.133333333333336
Helsinki (Finland),2022-03-01,23.6,2022,3,60,2,18.8,19.36666666666667
Paris (France),2022-03-01,39.9,2022,3,60,2,30.7,35.666666666666664
Zagreb (Croatia),2022-03-01,51.6,2022,3,60,2,41.0,44.0
Budapest (Hungary),2022-03-01,40.6,2022,3,60,2,29.0,32.666666666666664
Dublin (Ireland),2022-03-01,31.3,2022,3,60,2,16.8,26.5
Reykjavik (Iceland),2022-03-01,10.6,2022,3,60,2,14.4,11.466666666666669
Rome (Italy),2022-03-01,36.7,2022,3,60,2,36.9,37.300000000000004
Vilnius (Lithuania),2022-03-01,23.8,2022,3,60,2,23.1,21.900000000000002
Luxembourg (Luxembourg),2022-03-01,30.1,2022,3,60,2,20.7,25.133333333333336
Riga (Latvia),2022-03-01,31.3,2022,3,60,2,25.0,25.866666666666664
Valletta (Malta),2022-03-01,32.8,2022,3,60,2,32.5,31.46666666666667
Amsterdam (Netherlands),2022-03-01,28.7,2022,3,60,2,20.9,25.833333333333332
Oslo (Norway),2022-03-01,31.9,2022,3,60,2,27.8,31.53333333333333
Warsaw (Poland),2022-03-01,39.2,2022,3,60,2,25.6,29.366666666666664
Lisbon (Portugal),2022-03-01,20.6,2022,3,60,2,33.5,27.633333333333336
Bucharest (Romania),2022-03-01,35.5,2022,3,60,2,38.1,34.53333333333333
Stockholm (Sweden),2022-03-01,23.3,2022,3,60,2,18.5,19.3
Ljubljana (Slovenia),2022-03-01,33.4,2022,3,60,2,33.4,37.333333333333336
Bratislava (Slovakia),2022-03-01,26.1,2022,3,60,2,17.6,20.8
Vienna (Austria),2022-04-01,17.6,2022,4,91,2,28.1,21.733333333333334
Brussels (Belgium),2022-04-01,24.3,2022,4,91,2,38.6,29.166666666666668
Sofia (Bulgaria),2022-04-01,24.0,2022,4,91,2,30.5,30.400000000000002
Bern (Switzerland),2022-04-01,17.6,2022,4,91,2,30.2,24.233333333333334
Nicosia (Cyprus),2022-04-01,17.6,2022,4,91,2,27.0,25.53333333333333
Prague (Czech Republic),2022-04-01,23.1,2022,4,91,2,33.8,25.266666666666662
Berlin (Germany),2022-04-01,18.7,2022,4,91,2,28.7,22.5
Copenhagen (Denmark),2022-04-01,14.2,2022,4,91,2,20.6,15.733333333333333
Tallinn (Estonia),2022-04-01,14.5,2022,4,91,2,17.2,14.566666666666665
Athens (Greece),2022-04-01,33.2,2022,4,91,2,31.9,34.0
Madrid (Spain),2022-04-01,20.1,2022,4,91,2,24.9,28.633333333333336
EU27 (aggregate),2022-04-01,22.0,2022,4,91,2,30.7,26.400000000000002
Helsinki (Finland),2022-04-01,14.3,2022,4,91,2,23.6,18.900000000000002
Paris (France),2022-04-01,28.0,2022,4,91,2,39.9,32.86666666666667
Zagreb (Croatia),2022-04-01,40.4,2022,4,91,2,51.6,44.333333333333336
Budapest (Hungary),2022-04-01,28.1,2022,4,91,2,40.6,32.56666666666666
Dublin (Ireland),2022-04-01,25.3,2022,4,91,2,31.3,24.46666666666667
Reykjavik (Iceland),2022-04-01,7.1,2022,4,91,2,10.6,10.700000000000003
Rome (Italy),2022-04-01,27.7,2022,4,91,2,36.7,33.766666666666666
Vilnius (Lithuania),2022-04-01,17.6,2022,4,91,2,23.8,21.5
Luxembourg (Luxembourg),2022-04-01,19.8,2022,4,91,2,30.1,23.53333333333333
Riga (Latvia),2022-04-01,17.6,2022,4,91,2,31.3,24.633333333333336
Valletta (Malta),2022-04-01,24.6,2022,4,91,2,32.8,29.96666666666667
Amsterdam (Netherlands),2022-04-01,19.5,2022,4,91,2,28.7,23.033333333333335
Oslo (Norway),2022-04-01,18.0,2022,4,91,2,31.9,25.900000000000002
Warsaw (Poland),2022-04-01,28.6,2022,4,91,2,39.2,31.133333333333336
Lisbon (Portugal),2022-04-01,15.5,2022,4,91,2,20.6,23.2
Bucharest (Romania),2022-04-01,26.8,2022,4,91,2,35.5,33.46666666666667
Stockholm (Sweden),2022-04-01,16.6,2022,4,91,2,23.3,19.466666666666665
Ljubljana (Slovenia),2022-04-01,19.7,2022,4,91,2,33.4,28.833333333333332
Bratislava (Slovakia),2022-04-01,15.4,2022,4,91,2,26.1,19.7
Vienna (Austria),2022-05-01,16.9,2022,5,121,2,17.6,20.866666666666667
Brussels (Belgium),2022-05-01,23.3,2022,5,121,2,24.3,28.73333333333333
Sofia (Bulgaria),2022-05-01,21.0,2022,5,121,2,24.0,25.166666666666668
Bern (Switzerland),2022-05-01,14.6,2022,5,121,2,17.6,20.8
Nicosia (Cyprus),2022-05-01,16.6,2022,5,121,2,17.6,20.399999999999995
Prague (Czech Republic),2022-05-01,20.6,2022,5,121,2,23.1,25.833333333333332
Berlin (Germany),2022-05-01,18.3,2022,5,121,2,18.7,21.900000000000002
Copenhagen (Denmark),2022-05-01,12.7,2022,5,121,2,14.2,15.833333333333334
Tallinn (Estonia),2022-05-01,9.0,2022,5,121,2,14.5,13.566666666666665
Athens (Greece),2022-05-01,36.4,2022,5,121,2,33.2,33.833333333333336
Madrid (Spain),2022-05-01,19.2,2022,5,121,2,20.1,21.400000000000002
EU27 (aggregate),2022-05-01,20.7,2022,5,121,2,22.0,24.46666666666667
Helsinki (Finland),2022-05-01,12.4,2022,5,121,2,14.3,16.76666666666667
Paris (France),2022-05-01,24.8,2022,5,121,2,28.0,30.899999999999995
Zagreb (Croatia),2022-05-01,29.0,2022,5,121,2,40.4,40.333333333333336
Budapest (Hungary),2022-05-01,23.5,2022,5,121,2,28.1,30.73333333333333
Dublin (Ireland),2022-05-01,17.7,2022,5,121,2,25.3,24.76666666666667
Reykjavik (Iceland),2022-05-01,5.6,2022,5,121,2,7.1,7.766666666666668
Rome (Italy),2022-05-01,28.2,2022,5,121,2,27.7,30.86666666666667
Vilnius (Lithuania),2022-05-01,18.8,2022,5,121,2,17.6,20.066666666666666
Luxembourg (Luxembourg),2022-05-01,19.0,2022,5,121,2,19.8,22.96666666666667
Riga (Latvia),2022-05-01,17.9,2022,5,121,2,17.6,22.266666666666666
Valletta (Malta),2022-05-01,28.9,2022,5,121,2,24.6,28.76666666666667
Amsterdam (Netherlands),2022-05-01,21.6,2022,5,121,2,19.5,23.26666666666667
Oslo (Norway),2022-05-01,14.4,2022,5,121,2,18.0,21.433333333333334
Warsaw (Poland),2022-05-01,28.7,2022,5,121,2,28.6,32.166666666666664
Lisbon (Portugal),2022-05-01,19.1,2022,5,121,2,15.5,18.400000000000002
Bucharest (Romania),2022-05-01,27.7,2022,5,121,2,26.8,30.0
Stockholm (Sweden),2022-05-01,14.4,2022,5,121,2,16.6,18.1
Ljubljana (Slovenia),2022-05-01,17.6,2022,5,121,2,19.7,23.566666666666666
Bratislava (Slovakia),2022-05-01,15.8,2022,5,121,2,15.4,19.1
Vienna (Austria),2022-06-01,13.8,2022,6,152,3,16.9,16.099999999999998
Brussels (Belgium),2022-06-01,21.9,2022,6,152,3,23.3,23.166666666666668
Sofia (Bulgaria),2022-06-01,16.1,2022,6,152,3,21.0,20.366666666666667
Bern (Switzerland),2022-06-01,14.1,2022,6,152,3,14.6,15.433333333333332
Nicosia (Cyprus),2022-06-01,13.3,2022,6,152,3,16.6,15.833333333333329
Prague (Czech Republic),2022-06-01,19.4,2022,6,152,3,20.6,21.03333333333333
Berlin (Germany),2022-06-01,18.4,2022,6,152,3,18.3,18.466666666666665
Copenhagen (Denmark),2022-06-01,12.9,2022,6,152,3,12.7,13.266666666666666
Tallinn (Estonia),2022-06-01,10.2,2022,6,152,3,9.0,11.233333333333333
Athens (Greece),2022-06-01,28.6,2022,6,152,3,36.4,32.733333333333334
Madrid (Spain),2022-06-01,18.5,2022,6,152,3,19.2,19.266666666666666
EU27 (aggregate),2022-06-01,19.0,2022,6,152,3,20.7,20.566666666666666
Helsinki (Finland),2022-06-01,13.5,2022,6,152,3,12.4,13.4
Paris (France),2022-06-01,24.9,2022,6,152,3,24.8,25.900000000000002
Zagreb (Croatia),2022-06-01,25.1,2022,6,152,3,29.0,31.5
Budapest (Hungary),2022-06-01,18.9,2022,6,152,3,23.5,23.5
Dublin (Ireland),2022-06-01,17.4,2022,6,152,3,17.7,20.133333333333333
Reykjavik (Iceland),2022-06-01,5.3,2022,6,152,3,5.6,6.000000000000001
Rome (Italy),2022-06-01,25.4,2022,6,152,3,28.2,27.099999999999998
Vilnius (Lithuania),2022-06-01,16.1,2022,6,152,3,18.8,17.5
Luxembourg (Luxembourg),2022-06-01,19.1,2022,6,152,3,19.0,19.3
Riga (Latvia),2022-06-01,19.3,2022,6,152,3,17.9,18.266666666666666
Valletta (Malta),2022-06-01,32.9,2022,6,152,3,28.9,28.8
Amsterdam (Netherlands),2022-06-01,18.2,2022,6,152,3,21.6,19.76666666666667
Oslo (Norway),2022-06-01,16.2,2022,6,152,3,14.4,16.2
Warsaw (Poland),2022-06-01,26.7,2022,6,152,3,28.7,28.0
Lisbon (Portugal),2022-06-01,11.3,2022,6,152,3,19.1,15.300000000000002
Bucharest (Romania),2022-06-01,27.6,2022,6,152,3,27.7,27.366666666666664
Stockholm (Sweden),2022-06-01,13.7,2022,6,152,3,14.4,14.9
Ljubljana (Slovenia),2022-06-01,16.8,2022,6,152,3,17.6,18.033333333333335
Bratislava (Slovakia),2022-06-01,12.8,2022,6,152,3,15.8,14.66666666666667
Vienna (Austria),2022-07-01,13.6,2022,7,182,3,13.8,14.766666666666666
Brussels (Belgium),2022-07-01,19.2,2022,7,182,3,21.9,21.466666666666665
Sofia (Bulgaria),2022-07-01,13.3,2022,7,182,3,16.1,16.8
Bern (Switzerland),2022-07-01,14.4,2022,7,182,3,14.1,14.366666666666667
Nicosia (Cyprus),2022-07-01,14.0,2022,7,182,3,13.3,14.633333333333331
Prague (Czech Republic),2022-07-01,18.7,2022,7,182,3,19.4,19.566666666666663
Berlin (Germany),2022-07-01,16.1,2022,7,182,3,18.4,17.6
Copenhagen (Denmark),2022-07-01,8.6,2022,7,182,3,12.9,11.399999999999999
Tallinn (Estonia),2022-07-01,7.3,2022,7,182,3,10.2,8.833333333333332
Athens (Greece),2022-07-01,25.8,2022,7,182,3,28.6,30.266666666666666
Madrid (Spain),2022-07-01,20.6,2022,7,182,3,18.5,19.433333333333334
EU27 (aggregate),2022-07-01,17.8,2022,7,182,3,19.0,19.166666666666668
Helsinki (Finland),2022-07-01,10.9,2022,7,182,3,13.5,12.266666666666666
Paris (France),2022-07-01,23.4,2022,7,182,3,24.9,24.366666666666664
Zagreb (Croatia),2022-07-01,29.7,2022,7,182,3,25.1,27.933333333333334
Budapest (Hungary),2022-07-01,19.4,2022,7,182,3,18.9,20.599999999999998
Dublin (Ireland),2022-07-01,16.8,2022,7,182,3,17.4,17.299999999999997
Reykjavik (Iceland),2022-07-01,5.2,2022,7,182,3,5.3,5.366666666666667
Rome (Italy),2022-07-01,21.9,2022,7,182,3,25.4,25.166666666666668
Vilnius (Lithuania),2022-07-01,12.6,2022,7,182,3,16.1,15.833333333333334
Luxembourg (Luxembourg),2022-07-01,18.7,2022,7,182,3,19.1,18.933333333333334
Riga (Latvia),2022-07-01,14.9,2022,7,182,3,19.3,17.366666666666664
Valletta (Malta),2022-07-01,24.5,2022,7,182,3,32.9,28.76666666666667
Amsterdam (Netherlands),2022-07-01,17.3,2022,7,182,3,18.2,19.033333333333335
Oslo (Norway),2022-07-01,11.5,2022,7,182,3,16.2,14.033333333333331
Warsaw (Poland),2022-07-01,24.9,2022,7,182,3,26.7,26.766666666666662
Lisbon (Portugal),2022-07-01,20.1,2022,7,182,3,11.3,16.833333333333332
Bucharest (Romania),2022-07-01,28.6,2022,7,182,3,27.6,27.96666666666667
Stockholm (Sweden),2022-07-01,10.8,2022,7,182,3,13.7,12.966666666666667
Ljubljana (Slovenia),2022-07-01,15.8,2022,7,182,3,16.8,16.733333333333334
Bratislava (Slovakia),2022-07-01,12.7,2022,7,182,3,12.8,13.766666666666667
Vienna (Austria),2022-08-01,14.5,2022,8,213,3,13.6,13.966666666666667
Brussels (Belgium),2022-08-01,21.7,2022,8,213,3,19.2,20.93333333333333
Sofia (Bulgaria),2022-08-01,16.6,2022,8,213,3,13.3,15.333333333333334
Bern (Switzerland),2022-08-01,17.3,2022,8,213,3,14.4,15.266666666666666
Nicosia (Cyprus),2022-08-01,10.3,2022,8,213,3,14.0,12.53333333333333
Prague (Czech Republic),2022-08-01,21.0,2022,8,213,3,18.7,19.7
Berlin (Germany),2022-08-01,18.5,2022,8,213,3,16.1,17.666666666666668
Copenhagen (Denmark),2022-08-01,15.9,2022,8,213,3,8.6,12.466666666666667
Tallinn (Estonia),2022-08-01,9.7,2022,8,213,3,7.3,9.066666666666665
Athens (Greece),2022-08-01,27.5,2022,8,213,3,25.8,27.3
Madrid (Spain),2022-08-01,19.3,2022,8,213,3,20.6,19.466666666666665
EU27 (aggregate),2022-08-01,18.9,2022,8,213,3,17.8,18.566666666666666
Helsinki (Finland),2022-08-01,14.2,2022,8,213,3,10.9,12.866666666666667
Paris (France),2022-08-01,23.6,2022,8,213,3,23.4,23.96666666666667
Zagreb (Croatia),2022-08-01,27.4,2022,8,213,3,29.7,27.400000000000002
Budapest (Hungary),2022-08-01,19.2,2022,8,213,3,19.4,19.166666666666668
Dublin (Ireland),2022-08-01,19.3,2022,8,213,3,16.8,17.833333333333332
Reykjavik (Iceland),2022-08-01,5.8,2022,8,213,3,5.2,5.4333333333333345
Rome (Italy),2022-08-01,19.5,2022,8,213,3,21.9,22.266666666666666
Vilnius (Lithuania),2022-08-01,15.2,2022,8,213,3,12.6,14.633333333333333
Luxembourg (Luxembourg),2022-08-01,18.0,2022,8,213,3,18.7,18.599999999999998
Riga (Latvia),2022-08-01,21.7,2022,8,213,3,14.9,18.63333333333333
Valletta (Malta),2022-08-01,23.3,2022,8,213,3,24.5,26.900000000000002
Amsterdam (Netherlands),2022-08-01,17.4,2022,8,213,3,17.3,17.633333333333336
Oslo (Norway),2022-08-01,15.7,2022,8,213,3,11.5,14.466666666666667
Warsaw (Poland),2022-08-01,25.3,2022,8,213,3,24.9,25.63333333333333
Lisbon (Portugal),2022-08-01,14.4,2022,8,213,3,20.1,15.266666666666667
Bucharest (Romania),2022-08-01,31.8,2022,8,213,3,28.6,29.333333333333332
Stockholm (Sweden),2022-08-01,13.6,2022,8,213,3,10.8,12.700000000000001
Ljubljana (Slovenia),2022-08-01,16.3,2022,8,213,3,15.8,16.3
Bratislava (Slovakia),2022-08-01,14.5,2022,8,213,3,12.7,13.333333333333334
Vienna (Austria),2022-09-01,16.8,2022,9,244,4,14.5,14.966666666666669
Brussels (Belgium),2022-09-01,26.4,2022,9,244,4,21.7,22.433333333333326
Sofia (Bulgaria),2022-09-01,18.6,2022,9,244,4,16.6,16.166666666666668
Bern (Switzerland),2022-09-01,16.6,2022,9,244,4,17.3,16.099999999999998
Nicosia (Cyprus),2022-09-01,17.4,2022,9,244,4,10.3,13.899999999999997
Prague (Czech Republic),2022-09-01,21.4,2022,9,244,4,21.0,20.366666666666664
Berlin (Germany),2022-09-01,20.9,2022,9,244,4,18.5,18.5
Copenhagen (Denmark),2022-09-01,13.3,2022,9,244,4,15.9,12.6
Tallinn (Estonia),2022-09-01,13.3,2022,9,244,4,9.7,10.1
Athens (Greece),2022-09-01,32.6,2022,9,244,4,27.5,28.633333333333336
Madrid (Spain),2022-09-01,21.9,2022,9,244,4,19.3,20.6
EU27 (aggregate),2022-09-01,21.6,2022,9,244,4,18.9,19.433333333333334
Helsinki (Finland),2022-09-01,14.2,2022,9,244,4,14.2,13.1
Paris (France),2022-09-01,29.6,2022,9,244,4,23.6,25.53333333333333
Zagreb (Croatia),2022-09-01,32.9,2022,9,244,4,27.4,30.0
Budapest (Hungary),2022-09-01,21.5,2022,9,244,4,19.2,20.03333333333333
Dublin (Ireland),2022-09-01,20.7,2022,9,244,4,19.3,18.933333333333334
Reykjavik (Iceland),2022-09-01,10.5,2022,9,244,4,5.8,7.166666666666668
Rome (Italy),2022-09-01,26.0,2022,9,244,4,19.5,22.46666666666667
Vilnius (Lithuania),2022-09-01,16.2,2022,9,244,4,15.2,14.666666666666666
Luxembourg (Luxembourg),2022-09-01,20.9,2022,9,244,4,18.0,19.2
Riga (Latvia),2022-09-01,18.7,2022,9,244,4,21.7,18.433333333333334
Valletta (Malta),2022-09-01,25.9,2022,9,244,4,23.3,24.566666666666666
Amsterdam (Netherlands),2022-09-01,25.2,2022,9,244,4,17.4,19.96666666666667
Oslo (Norway),2022-09-01,17.7,2022,9,244,4,15.7,14.966666666666663
Warsaw (Poland),2022-09-01,26.0,2022,9,244,4,25.3,25.399999999999995
Lisbon (Portugal),2022-09-01,16.8,2022,9,244,4,14.4,17.099999999999998
Bucharest (Romania),2022-09-01,31.6,2022,9,244,4,31.8,30.666666666666668
Stockholm (Sweden),2022-09-01,17.0,2022,9,244,4,13.6,13.799999999999999
Ljubljana (Slovenia),2022-09-01,21.5,2022,9,244,4,16.3,17.866666666666667
Bratislava (Slovakia),2022-09-01,14.7,2022,9,244,4,14.5,13.966666666666669
Vienna (Austria),2022-10-01,21.4,2022,10,274,4,16.8,17.566666666666666
Brussels (Belgium),2022-10-01,25.0,2022,10,274,4,26.4,24.366666666666664
Sofia (Bulgaria),2022-10-01,30.2,2022,10,274,4,18.6,21.8
Bern (Switzerland),2022-10-01,19.4,2022,10,274,4,16.6,17.766666666666666
Nicosia (Cyprus),2022-10-01,22.8,2022,10,274,4,17.4,16.83333333333333
Prague (Czech Republic),2022-10-01,24.7,2022,10,274,4,21.4,22.366666666666664
Berlin (Germany),2022-10-01,25.6,2022,10,274,4,20.9,21.666666666666668
Copenhagen (Denmark),2022-10-01,14.3,2022,10,274,4,13.3,14.5
Tallinn (Estonia),2022-10-01,9.5,2022,10,274,4,13.3,10.833333333333334
Athens (Greece),2022-10-01,32.3,2022,10,274,4,32.6,30.8
Madrid (Spain),2022-10-01,36.5,2022,10,274,4,21.9,25.900000000000002
EU27 (aggregate),2022-10-01,26.0,2022,10,274,4,21.6,22.166666666666668
Helsinki (Finland),2022-10-01,14.9,2022,10,274,4,14.2,14.433333333333332
Paris (France),2022-10-01,30.4,2022,10,274,4,29.6,27.86666666666667
Zagreb (Croatia),2022-10-01,37.2,2022,10,274,4,32.9,32.5
Budapest (Hungary),2022-10-01,27.4,2022,10,274,4,21.5,22.7
Dublin (Ireland),2022-10-01,18.2,2022,10,274,4,20.7,19.400000000000002
Reykjavik (Iceland),2022-10-01,14.4,2022,10,274,4,10.5,10.233333333333334
Rome (Italy),2022-10-01,35.1,2022,10,274,4,26.0,26.866666666666664
Vilnius (Lithuania),2022-10-01,19.9,2022,10,274,4,16.2,17.099999999999998
Luxembourg (Luxembourg),2022-10-01,22.7,2022,10,274,4,20.9,20.53333333333333
Riga (Latvia),2022-10-01,20.9,2022,10,274,4,18.7,20.433333333333326
Valletta (Malta),2022-10-01,38.3,2022,10,274,4,25.9,29.166666666666668
Amsterdam (Netherlands),2022-10-01,27.7,2022,10,274,4,25.2,23.433333333333337
Oslo (Norway),2022-10-01,19.2,2022,10,274,4,17.7,17.53333333333333
Warsaw (Poland),2022-10-01,29.3,2022,10,274,4,26.0,26.866666666666664
Lisbon (Portugal),2022-10-01,24.6,2022,10,274,4,16.8,18.599999999999998
Bucharest (Romania),2022-10-01,47.0,2022,10,274,4,31.6,36.800000000000004
Stockholm (Sweden),2022-10-01,16.8,2022,10,274,4,17.0,15.800000000000002
Ljubljana (Slovenia),2022-10-01,26.0,2022,10,274,4,21.5,21.266666666666666
Bratislava (Slovakia),2022-10-01,23.2,2022,10,274,4,14.7,17.466666666666665
Vienna (Austria),2022-11-01,23.1,2022,11,305,4,21.4,20.433333333333334
Brussels (Belgium),2022-11-01,23.0,2022,11,305,4,25.0,24.799999999999997
Sofia (Bulgaria),2022-11-01,32.7,2022,11,305,4,30.2,27.166666666666668
Bern (Switzerland),2022-11-01,23.4,2022,11,305,4,19.4,19.799999999999997
Nicosia (Cyprus),2022-11-01,31.3,2022,11,305,4,22.8,23.83333333333333
Prague (Czech Republic),2022-11-01,27.6,2022,11,305,4,24.7,24.566666666666663
Berlin (Germany),2022-11-01,24.9,2022,11,305,4,25.6,23.8
Copenhagen (Denmark),2022-11-01,12.8,2022,11,305,4,14.3,13.466666666666667
Tallinn (Estonia),2022-11-01,11.9,2022,11,305,4,9.5,11.566666666666665
Athens (Greece),2022-11-01,31.8,2022,11,305,4,32.3,32.233333333333334
Madrid (Spain),2022-11-01,29.6,2022,11,305,4,36.5,29.333333333333332
EU27 (aggregate),2022-11-01,25.1,2022,11,305,4,26.0,24.233333333333334
Helsinki (Finland),2022-11-01,13.7,2022,11,305,4,14.9,14.266666666666666
Paris (France),2022-11-01,27.8,2022,11,305,4,30.4,29.266666666666666
Zagreb (Croatia),2022-11-01,32.3,2022,11,305,4,37.2,34.13333333333333
Budapest (Hungary),2022-11-01,25.4,2022,11,305,4,27.4,24.766666666666666
Dublin (Ireland),2022-11-01,22.9,2022,11,305,4,18.2,20.599999999999998
