City,month,NO2,year,month_num,dayofyear,season,NO2_prev_month,NO2_roll3
Reykjavik (Iceland),2022-11-01,14.8,2022,11,305,4,14.4,13.233333333333334
Rome (Italy),2022-11-01,35.9,2022,11,305,4,35.1,32.333333333333336
Vilnius (Lithuania),2022-11-01,15.6,2022,11,305,4,19.9,17.233333333333334
Luxembourg (Luxembourg),2022-11-01,21.8,2022,11,305,4,22.7,21.799999999999997
Riga (Latvia),2022-11-01,19.7,2022,11,305,4,20.9,19.766666666666662
Valletta (Malta),2022-11-01,34.3,2022,11,305,4,38.3,32.833333333333336
Amsterdam (Netherlands),2022-11-01,26.1,2022,11,305,4,27.7,26.333333333333332
Oslo (Norway),2022-11-01,16.3,2022,11,305,4,19.2,17.73333333333333
Warsaw (Poland),2022-11-01,24.4,2022,11,305,4,29.3,26.566666666666663
Lisbon (Portugal),2022-11-01,28.0,2022,11,305,4,24.6,23.133333333333336
Bucharest (Romania),2022-11-01,39.1,2022,11,305,4,47.0,39.233333333333334
Stockholm (Sweden),2022-11-01,15.5,2022,11,305,4,16.8,16.433333333333334
Ljubljana (Slovenia),2022-11-01,26.4,2022,11,305,4,26.0,24.633333333333336
Bratislava (Slovakia),2022-11-01,19.9,2022,11,305,4,23.2,19.266666666666666
Vienna (Austria),2022-12-01,23.0,2022,12,335,1,23.1,22.5
Brussels (Belgium),2022-12-01,30.4,2022,12,335,1,23.0,26.13333333333333
Sofia (Bulgaria),2022-12-01,35.0,2022,12,335,1,32.7,32.63333333333333
Bern (Switzerland),2022-12-01,27.4,2022,12,335,1,23.4,23.399999999999995
Nicosia (Cyprus),2022-12-01,33.9,2022,12,335,1,31.3,29.33333333333333
Prague (Czech Republic),2022-12-01,27.5,2022,12,335,1,27.6,26.599999999999998
Berlin (Germany),2022-12-01,24.2,2022,12,335,1,24.9,24.900000000000002
Copenhagen (Denmark),2022-12-01,17.6,2022,12,335,1,12.8,14.899999999999999
Tallinn (Estonia),2022-12-01,14.3,2022,12,335,1,11.9,11.899999999999999
Athens (Greece),2022-12-01,34.3,2022,12,335,1,31.8,32.8
Madrid (Spain),2022-12-01,33.9,2022,12,335,1,29.6,33.333333333333336
EU27 (aggregate),2022-12-01,27.6,2022,12,335,1,25.1,26.233333333333334
Helsinki (Finland),2022-12-01,23.8,2022,12,335,1,13.7,17.46666666666667
Paris (France),2022-12-01,30.2,2022,12,335,1,27.8,29.46666666666667
Zagreb (Croatia),2022-12-01,33.7,2022,12,335,1,32.3,34.4
Budapest (Hungary),2022-12-01,29.9,2022,12,335,1,25.4,27.566666666666663
Dublin (Ireland),2022-12-01,28.0,2022,12,335,1,22.9,23.03333333333333
Reykjavik (Iceland),2022-12-01,26.9,2022,12,335,1,14.8,18.7
Rome (Italy),2022-12-01,39.9,2022,12,335,1,35.9,36.96666666666667
Vilnius (Lithuania),2022-12-01,18.2,2022,12,335,1,15.6,17.9
Luxembourg (Luxembourg),2022-12-01,23.9,2022,12,335,1,21.8,22.8
Riga (Latvia),2022-12-01,25.9,2022,12,335,1,19.7,22.166666666666668
Valletta (Malta),2022-12-01,35.8,2022,12,335,1,34.3,36.13333333333333
Amsterdam (Netherlands),2022-12-01,30.6,2022,12,335,1,26.1,28.133333333333336
Oslo (Norway),2022-12-01,30.9,2022,12,335,1,16.3,22.13333333333333
Warsaw (Poland),2022-12-01,25.9,2022,12,335,1,24.4,26.53333333333333
Lisbon (Portugal),2022-12-01,22.8,2022,12,335,1,28.0,25.133333333333336
Bucharest (Romania),2022-12-01,35.4,2022,12,335,1,39.1,40.5
Stockholm (Sweden),2022-12-01,19.6,2022,12,335,1,15.5,17.3
Ljubljana (Slovenia),2022-12-01,28.8,2022,12,335,1,26.4,27.066666666666666
Bratislava (Slovakia),2022-12-01,18.3,2022,12,335,1,19.9,20.46666666666667
Vienna (Austria),2023-01-01,20.2,2023,1,1,1,23.0,22.100000000000005
Brussels (Belgium),2023-01-01,24.1,2023,1,1,1,30.4,25.833333333333332
Sofia (Bulgaria),2023-01-01,25.2,2023,1,1,1,35.0,30.96666666666667
Bern (Switzerland),2023-01-01,24.4,2023,1,1,1,27.4,25.066666666666663
Nicosia (Cyprus),2023-01-01,32.3,2023,1,1,1,33.9,32.49999999999999
Prague (Czech Republic),2023-01-01,21.5,2023,1,1,1,27.5,25.53333333333333
Berlin (Germany),2023-01-01,21.5,2023,1,1,1,24.2,23.53333333333333
Copenhagen (Denmark),2023-01-01,12.6,2023,1,1,1,17.6,14.333333333333334
Tallinn (Estonia),2023-01-01,12.8,2023,1,1,1,14.3,13.0
Athens (Greece),2023-01-01,33.5,2023,1,1,1,34.3,33.199999999999996
Madrid (Spain),2023-01-01,33.5,2023,1,1,1,33.9,32.333333333333336
EU27 (aggregate),2023-01-01,24.1,2023,1,1,1,27.6,25.600000000000005
Helsinki (Finland),2023-01-01,16.2,2023,1,1,1,23.8,17.900000000000002
Paris (France),2023-01-01,26.4,2023,1,1,1,30.2,28.13333333333333
Zagreb (Croatia),2023-01-01,26.4,2023,1,1,1,33.7,30.799999999999997
Budapest (Hungary),2023-01-01,24.4,2023,1,1,1,29.9,26.566666666666666
Dublin (Ireland),2023-01-01,24.6,2023,1,1,1,28.0,25.166666666666668
Reykjavik (Iceland),2023-01-01,16.0,2023,1,1,1,26.9,19.233333333333334
Rome (Italy),2023-01-01,36.7,2023,1,1,1,39.9,37.5
Vilnius (Lithuania),2023-01-01,16.1,2023,1,1,1,18.2,16.633333333333333
Luxembourg (Luxembourg),2023-01-01,17.8,2023,1,1,1,23.9,21.166666666666668
Riga (Latvia),2023-01-01,20.1,2023,1,1,1,25.9,21.899999999999995
Valletta (Malta),2023-01-01,34.7,2023,1,1,1,35.8,34.93333333333333
Amsterdam (Netherlands),2023-01-01,20.7,2023,1,1,1,30.6,25.8
Oslo (Norway),2023-01-01,32.0,2023,1,1,1,30.9,26.399999999999995
Warsaw (Poland),2023-01-01,21.1,2023,1,1,1,25.9,23.799999999999997
Lisbon (Portugal),2023-01-01,27.7,2023,1,1,1,22.8,26.166666666666668
Bucharest (Romania),2023-01-01,34.7,2023,1,1,1,35.4,36.4
Stockholm (Sweden),2023-01-01,16.2,2023,1,1,1,19.6,17.1
Ljubljana (Slovenia),2023-01-01,32.9,2023,1,1,1,28.8,29.366666666666664
Bratislava (Slovakia),2023-01-01,18.2,2023,1,1,1,18.3,18.8
Vienna (Austria),2023-02-01,19.5,2023,2,32,1,20.2,20.900000000000002
Brussels (Belgium),2023-02-01,32.5,2023,2,32,1,24.1,29.0
Sofia (Bulgaria),2023-02-01,26.3,2023,2,32,1,25.2,28.833333333333332
Bern (Switzerland),2023-02-01,29.7,2023,2,32,1,24.4,27.166666666666668
Nicosia (Cyprus),2023-02-01,32.5,2023,2,32,1,32.3,32.9
Prague (Czech Republic),2023-02-01,26.3,2023,2,32,1,21.5,25.099999999999998
Berlin (Germany),2023-02-01,26.1,2023,2,32,1,21.5,23.933333333333334
Copenhagen (Denmark),2023-02-01,14.6,2023,2,32,1,12.6,14.933333333333332
Tallinn (Estonia),2023-02-01,13.1,2023,2,32,1,12.8,13.4
Athens (Greece),2023-02-01,36.2,2023,2,32,1,33.5,34.666666666666664
Madrid (Spain),2023-02-01,38.2,2023,2,32,1,33.5,35.2
EU27 (aggregate),2023-02-01,28.0,2023,2,32,1,24.1,26.566666666666666
Helsinki (Finland),2023-02-01,16.2,2023,2,32,1,16.2,18.733333333333334
Paris (France),2023-02-01,36.6,2023,2,32,1,26.4,31.066666666666666
Zagreb (Croatia),2023-02-01,36.4,2023,2,32,1,26.4,32.166666666666664
Budapest (Hungary),2023-02-01,30.8,2023,2,32,1,24.4,28.366666666666664
Dublin (Ireland),2023-02-01,23.6,2023,2,32,1,24.6,25.400000000000002
Reykjavik (Iceland),2023-02-01,8.2,2023,2,32,1,16.0,17.03333333333333
Rome (Italy),2023-02-01,42.8,2023,2,32,1,36.7,39.800000000000004
Vilnius (Lithuania),2023-02-01,21.8,2023,2,32,1,16.1,18.7
Luxembourg (Luxembourg),2023-02-01,26.9,2023,2,32,1,17.8,22.866666666666664
Riga (Latvia),2023-02-01,19.8,2023,2,32,1,20.1,21.933333333333334
Valletta (Malta),2023-02-01,38.6,2023,2,32,1,34.7,36.36666666666667
Amsterdam (Netherlands),2023-02-01,29.3,2023,2,32,1,20.7,26.86666666666667
Oslo (Norway),2023-02-01,32.5,2023,2,32,1,32.0,31.799999999999997
Warsaw (Poland),2023-02-01,24.8,2023,2,32,1,21.1,23.933333333333334
Lisbon (Portugal),2023-02-01,29.8,2023,2,32,1,27.7,26.766666666666666
Bucharest (Romania),2023-02-01,39.8,2023,2,32,1,34.7,36.63333333333333
Stockholm (Sweden),2023-02-01,18.6,2023,2,32,1,16.2,18.133333333333333
Ljubljana (Slovenia),2023-02-01,34.6,2023,2,32,1,32.9,32.1
Bratislava (Slovakia),2023-02-01,20.5,2023,2,32,1,18.2,19.0
Vienna (Austria),2023-03-01,23.0,2023,3,60,2,19.5,20.900000000000002
Brussels (Belgium),2023-03-01,24.6,2023,3,60,2,32.5,27.066666666666663
Sofia (Bulgaria),2023-03-01,26.8,2023,3,60,2,26.3,26.099999999999998
Bern (Switzerland),2023-03-01,21.6,2023,3,60,2,29.7,25.23333333333333
Nicosia (Cyprus),2023-03-01,23.0,2023,3,60,2,32.5,29.266666666666662
Prague (Czech Republic),2023-03-01,24.5,2023,3,60,2,26.3,24.099999999999998
Berlin (Germany),2023-03-01,23.9,2023,3,60,2,26.1,23.833333333333332
Copenhagen (Denmark),2023-03-01,16.4,2023,3,60,2,14.6,14.533333333333331
Tallinn (Estonia),2023-03-01,10.7,2023,3,60,2,13.1,12.199999999999998
Athens (Greece),2023-03-01,35.1,2023,3,60,2,36.2,34.93333333333334
Madrid (Spain),2023-03-01,27.2,2023,3,60,2,38.2,32.96666666666667
EU27 (aggregate),2023-03-01,24.2,2023,3,60,2,28.0,25.433333333333337
Helsinki (Finland),2023-03-01,15.5,2023,3,60,2,16.2,15.966666666666669
Paris (France),2023-03-01,25.3,2023,3,60,2,36.6,29.433333333333334
Zagreb (Croatia),2023-03-01,29.6,2023,3,60,2,36.4,30.799999999999997
Budapest (Hungary),2023-03-01,27.7,2023,3,60,2,30.8,27.633333333333336
Dublin (Ireland),2023-03-01,23.7,2023,3,60,2,23.6,23.96666666666667
Reykjavik (Iceland),2023-03-01,9.2,2023,3,60,2,8.2,11.133333333333333
Rome (Italy),2023-03-01,30.9,2023,3,60,2,42.8,36.8
Vilnius (Lithuania),2023-03-01,18.9,2023,3,60,2,21.8,18.933333333333334
Luxembourg (Luxembourg),2023-03-01,25.4,2023,3,60,2,26.9,23.366666666666664
Riga (Latvia),2023-03-01,19.7,2023,3,60,2,19.8,19.866666666666664
Valletta (Malta),2023-03-01,25.9,2023,3,60,2,38.6,33.06666666666667
Amsterdam (Netherlands),2023-03-01,21.5,2023,3,60,2,29.3,23.833333333333332
Oslo (Norway),2023-03-01,28.3,2023,3,60,2,32.5,30.933333333333334
Warsaw (Poland),2023-03-01,28.5,2023,3,60,2,24.8,24.799999999999997
Lisbon (Portugal),2023-03-01,23.6,2023,3,60,2,29.8,27.03333333333333
Bucharest (Romania),2023-03-01,35.1,2023,3,60,2,39.8,36.53333333333333
Stockholm (Sweden),2023-03-01,17.7,2023,3,60,2,18.6,17.5
Ljubljana (Slovenia),2023-03-01,29.4,2023,3,60,2,34.6,32.300000000000004
Bratislava (Slovakia),2023-03-01,20.8,2023,3,60,2,20.5,19.833333333333332
Vienna (Austria),2023-04-01,16.9,2023,4,91,2,23.0,19.8
Brussels (Belgium),2023-04-01,25.1,2023,4,91,2,24.6,27.399999999999995
Sofia (Bulgaria),2023-04-01,18.3,2023,4,91,2,26.8,23.8
Bern (Switzerland),2023-04-01,15.1,2023,4,91,2,21.6,22.13333333333333
Nicosia (Cyprus),2023-04-01,19.2,2023,4,91,2,23.0,24.899999999999995
Prague (Czech Republic),2023-04-01,22.6,2023,4,91,2,24.5,24.466666666666665
Berlin (Germany),2023-04-01,19.8,2023,4,91,2,23.9,23.266666666666666
Copenhagen (Denmark),2023-04-01,13.7,2023,4,91,2,16.4,14.899999999999997
Tallinn (Estonia),2023-04-01,16.1,2023,4,91,2,10.7,13.299999999999999
Athens (Greece),2023-04-01,30.9,2023,4,91,2,35.1,34.06666666666667
Madrid (Spain),2023-04-01,21.6,2023,4,91,2,27.2,29.0
EU27 (aggregate),2023-04-01,20.8,2023,4,91,2,24.2,24.333333333333332
Helsinki (Finland),2023-04-01,15.9,2023,4,91,2,15.5,15.866666666666667
Paris (France),2023-04-01,24.6,2023,4,91,2,25.3,28.83333333333334
Zagreb (Croatia),2023-04-01,27.3,2023,4,91,2,29.6,31.099999999999998
Budapest (Hungary),2023-04-01,22.5,2023,4,91,2,27.7,27.0
Dublin (Ireland),2023-04-01,26.0,2023,4,91,2,23.7,24.433333333333334
Reykjavik (Iceland),2023-04-01,6.3,2023,4,91,2,9.2,7.8999999999999995
Rome (Italy),2023-04-01,24.9,2023,4,91,2,30.9,32.86666666666667
Vilnius (Lithuania),2023-04-01,15.7,2023,4,91,2,18.9,18.8
Luxembourg (Luxembourg),2023-04-01,19.0,2023,4,91,2,25.4,23.766666666666666
Riga (Latvia),2023-04-01,17.8,2023,4,91,2,19.7,19.099999999999998
Valletta (Malta),2023-04-01,25.0,2023,4,91,2,25.9,29.833333333333332
Amsterdam (Netherlands),2023-04-01,18.6,2023,4,91,2,21.5,23.133333333333336
Oslo (Norway),2023-04-01,16.8,2023,4,91,2,28.3,25.866666666666664
Warsaw (Poland),2023-04-01,21.6,2023,4,91,2,28.5,24.966666666666665
Lisbon (Portugal),2023-04-01,21.1,2023,4,91,2,23.6,24.833333333333332
Bucharest (Romania),2023-04-01,26.5,2023,4,91,2,35.1,33.8
Stockholm (Sweden),2023-04-01,15.2,2023,4,91,2,17.7,17.166666666666668
Ljubljana (Slovenia),2023-04-01,22.1,2023,4,91,2,29.4,28.7
Bratislava (Slovakia),2023-04-01,13.9,2023,4,91,2,20.8,18.400000000000002
Vienna (Austria),2023-05-01,14.6,2023,5,121,2,16.9,18.166666666666668
Brussels (Belgium),2023-05-01,22.0,2023,5,121,2,25.1,23.899999999999995
Sofia (Bulgaria),2023-05-01,14.7,2023,5,121,2,18.3,19.933333333333334
Bern (Switzerland),2023-05-01,14.0,2023,5,121,2,15.1,16.9
Nicosia (Cyprus),2023-05-01,16.8,2023,5,121,2,19.2,19.66666666666666
Prague (Czech Republic),2023-05-01,18.6,2023,5,121,2,22.6,21.900000000000002
Berlin (Germany),2023-05-01,16.1,2023,5,121,2,19.8,19.933333333333334
Copenhagen (Denmark),2023-05-01,13.0,2023,5,121,2,13.7,14.366666666666665
Tallinn (Estonia),2023-05-01,11.3,2023,5,121,2,16.1,12.699999999999998
Athens (Greece),2023-05-01,31.8,2023,5,121,2,30.9,32.6
Madrid (Spain),2023-05-01,16.3,2023,5,121,2,21.6,21.7
EU27 (aggregate),2023-05-01,18.9,2023,5,121,2,20.8,21.299999999999997
Helsinki (Finland),2023-05-01,14.3,2023,5,121,2,15.9,15.233333333333334
Paris (France),2023-05-01,20.0,2023,5,121,2,24.6,23.3
Zagreb (Croatia),2023-05-01,24.5,2023,5,121,2,27.3,27.13333333333333
Budapest (Hungary),2023-05-01,17.8,2023,5,121,2,22.5,22.666666666666668
Dublin (Ireland),2023-05-01,23.8,2023,5,121,2,26.0,24.5
Reykjavik (Iceland),2023-05-01,5.4,2023,5,121,2,6.3,6.966666666666666
Rome (Italy),2023-05-01,25.1,2023,5,121,2,24.9,26.96666666666667
Vilnius (Lithuania),2023-05-01,20.5,2023,5,121,2,15.7,18.366666666666664
Luxembourg (Luxembourg),2023-05-01,15.7,2023,5,121,2,19.0,20.03333333333333
Riga (Latvia),2023-05-01,18.6,2023,5,121,2,17.8,18.7
Valletta (Malta),2023-05-01,22.3,2023,5,121,2,25.0,24.400000000000002
Amsterdam (Netherlands),2023-05-01,16.6,2023,5,121,2,18.6,18.900000000000006
Oslo (Norway),2023-05-01,13.7,2023,5,121,2,16.8,19.599999999999998
Warsaw (Poland),2023-05-01,22.0,2023,5,121,2,21.6,24.03333333333333
Lisbon (Portugal),2023-05-01,16.4,2023,5,121,2,21.1,20.366666666666667
Bucharest (Romania),2023-05-01,31.5,2023,5,121,2,26.5,31.03333333333333
Stockholm (Sweden),2023-05-01,15.4,2023,5,121,2,15.2,16.099999999999998
Ljubljana (Slovenia),2023-05-01,18.4,2023,5,121,2,22.1,23.299999999999997
Bratislava (Slovakia),2023-05-01,12.2,2023,5,121,2,13.9,15.633333333333333
Vienna (Austria),2023-06-01,15.8,2023,6,152,3,14.6,15.766666666666667
Brussels (Belgium),2023-06-01,22.4,2023,6,152,3,22.0,23.166666666666668
Sofia (Bulgaria),2023-06-01,14.4,2023,6,152,3,14.7,15.800000000000002
Bern (Switzerland),2023-06-01,15.5,2023,6,152,3,14.0,14.866666666666665
Nicosia (Cyprus),2023-06-01,14.8,2023,6,152,3,16.8,16.933333333333326
Prague (Czech Republic),2023-06-01,20.6,2023,6,152,3,18.6,20.599999999999998
Berlin (Germany),2023-06-01,16.7,2023,6,152,3,16.1,17.533333333333335
Copenhagen (Denmark),2023-06-01,10.3,2023,6,152,3,13.0,12.33333333333333
Tallinn (Estonia),2023-06-01,12.1,2023,6,152,3,11.3,13.166666666666666
Athens (Greece),2023-06-01,33.0,2023,6,152,3,31.8,31.899999999999995
Madrid (Spain),2023-06-01,20.4,2023,6,152,3,16.3,19.433333333333334
EU27 (aggregate),2023-06-01,19.1,2023,6,152,3,18.9,19.599999999999998
Helsinki (Finland),2023-06-01,13.9,2023,6,152,3,14.3,14.700000000000003
Paris (France),2023-06-01,22.2,2023,6,152,3,20.0,22.26666666666667
Zagreb (Croatia),2023-06-01,27.5,2023,6,152,3,24.5,26.433333333333334
Budapest (Hungary),2023-06-01,18.7,2023,6,152,3,17.8,19.666666666666668
Dublin (Ireland),2023-06-01,24.5,2023,6,152,3,23.8,24.766666666666666
Reykjavik (Iceland),2023-06-01,6.7,2023,6,152,3,5.4,6.133333333333333
Rome (Italy),2023-06-01,23.4,2023,6,152,3,25.1,24.46666666666667
Vilnius (Lithuania),2023-06-01,16.4,2023,6,152,3,20.5,17.533333333333335
Luxembourg (Luxembourg),2023-06-01,17.5,2023,6,152,3,15.7,17.400000000000002
Riga (Latvia),2023-06-01,20.4,2023,6,152,3,18.6,18.933333333333334
Valletta (Malta),2023-06-01,24.7,2023,6,152,3,22.3,24.0
Amsterdam (Netherlands),2023-06-01,15.7,2023,6,152,3,16.6,16.966666666666672
Oslo (Norway),2023-06-01,12.8,2023,6,152,3,13.7,14.433333333333332
Warsaw (Poland),2023-06-01,24.7,2023,6,152,3,22.0,22.766666666666666
Lisbon (Portugal),2023-06-01,13.7,2023,6,152,3,16.4,17.066666666666666
Bucharest (Romania),2023-06-01,27.9,2023,6,152,3,31.5,28.63333333333333
Stockholm (Sweden),2023-06-01,13.7,2023,6,152,3,15.4,14.766666666666666
Ljubljana (Slovenia),2023-06-01,16.5,2023,6,152,3,18.4,18.999999999999996
Bratislava (Slovakia),2023-06-01,14.1,2023,6,152,3,12.2,13.4
Vienna (Austria),2023-07-01,13.9,2023,7,182,3,15.8,14.766666666666667
Brussels (Belgium),2023-07-01,15.1,2023,7,182,3,22.4,19.833333333333332
Sofia (Bulgaria),2023-07-01,15.5,2023,7,182,3,14.4,14.866666666666667
Bern (Switzerland),2023-07-01,11.8,2023,7,182,3,15.5,13.766666666666666
Nicosia (Cyprus),2023-07-01,16.8,2023,7,182,3,14.8,16.13333333333333
Prague (Czech Republic),2023-07-01,16.4,2023,7,182,3,20.6,18.53333333333333
Berlin (Germany),2023-07-01,16.5,2023,7,182,3,16.7,16.433333333333334
Copenhagen (Denmark),2023-07-01,9.6,2023,7,182,3,10.3,10.966666666666663
Tallinn (Estonia),2023-07-01,5.1,2023,7,182,3,12.1,9.499999999999998
Athens (Greece),2023-07-01,35.9,2023,7,182,3,33.0,33.56666666666666
Madrid (Spain),2023-07-01,20.0,2023,7,182,3,20.4,18.900000000000002
EU27 (aggregate),2023-07-01,17.3,2023,7,182,3,19.1,18.433333333333334
Helsinki (Finland),2023-07-01,10.0,2023,7,182,3,13.9,12.733333333333334
Paris (France),2023-07-01,16.9,2023,7,182,3,22.2,19.7
Zagreb (Croatia),2023-07-01,28.9,2023,7,182,3,27.5,26.966666666666665
Budapest (Hungary),2023-07-01,17.6,2023,7,182,3,18.7,18.03333333333333
Dublin (Ireland),2023-07-01,13.1,2023,7,182,3,24.5,20.466666666666665
Reykjavik (Iceland),2023-07-01,8.7,2023,7,182,3,6.7,6.933333333333333
Rome (Italy),2023-07-01,21.8,2023,7,182,3,23.4,23.433333333333334
Vilnius (Lithuania),2023-07-01,16.1,2023,7,182,3,16.4,17.666666666666668
Luxembourg (Luxembourg),2023-07-01,14.4,2023,7,182,3,17.5,15.866666666666667
Riga (Latvia),2023-07-01,20.3,2023,7,182,3,20.4,19.766666666666666
Valletta (Malta),2023-07-01,30.1,2023,7,182,3,24.7,25.7
Amsterdam (Netherlands),2023-07-01,14.6,2023,7,182,3,15.7,15.633333333333338
Oslo (Norway),2023-07-01,9.7,2023,7,182,3,12.8,12.066666666666663
Warsaw (Poland),2023-07-01,25.6,2023,7,182,3,24.7,24.099999999999994
Lisbon (Portugal),2023-07-01,9.8,2023,7,182,3,13.7,13.299999999999997
Bucharest (Romania),2023-07-01,28.0,2023,7,182,3,27.9,29.13333333333333
Stockholm (Sweden),2023-07-01,9.8,2023,7,182,3,13.7,12.966666666666667
Ljubljana (Slovenia),2023-07-01,13.8,2023,7,182,3,16.5,16.23333333333333
Bratislava (Slovakia),2023-07-01,11.9,2023,7,182,3,14.1,12.733333333333334
Vienna (Austria),2023-08-01,15.6,2023,8,213,3,13.9,15.100000000000001
Brussels (Belgium),2023-08-01,18.9,2023,8,213,3,15.1,18.799999999999997
Sofia (Bulgaria),2023-08-01,17.8,2023,8,213,3,15.5,15.9
Bern (Switzerland),2023-08-01,14.9,2023,8,213,3,11.8,14.066666666666665
Nicosia (Cyprus),2023-08-01,12.0,2023,8,213,3,16.8,14.53333333333333
Prague (Czech Republic),2023-08-01,18.5,2023,8,213,3,16.4,18.5
Berlin (Germany),2023-08-01,17.0,2023,8,213,3,16.5,16.733333333333334
Copenhagen (Denmark),2023-08-01,13.0,2023,8,213,3,9.6,10.966666666666663
Tallinn (Estonia),2023-08-01,6.4,2023,8,213,3,5.1,7.8666666666666645
Athens (Greece),2023-08-01,23.9,2023,8,213,3,35.9,30.933333333333326
Madrid (Spain),2023-08-01,18.2,2023,8,213,3,20.0,19.53333333333333
EU27 (aggregate),2023-08-01,17.8,2023,8,213,3,17.3,18.066666666666666
Helsinki (Finland),2023-08-01,11.6,2023,8,213,3,10.0,11.833333333333334
Paris (France),2023-08-01,18.4,2023,8,213,3,16.9,19.166666666666664
Zagreb (Croatia),2023-08-01,27.5,2023,8,213,3,28.9,27.966666666666665
Budapest (Hungary),2023-08-01,21.7,2023,8,213,3,17.6,19.333333333333332
Dublin (Ireland),2023-08-01,15.0,2023,8,213,3,13.1,17.533333333333335
Reykjavik (Iceland),2023-08-01,7.4,2023,8,213,3,8.7,7.6000000000000005
Rome (Italy),2023-08-01,19.6,2023,8,213,3,21.8,21.599999999999998
Vilnius (Lithuania),2023-08-01,16.8,2023,8,213,3,16.1,16.433333333333334
Luxembourg (Luxembourg),2023-08-01,13.5,2023,8,213,3,14.4,15.133333333333333
Riga (Latvia),2023-08-01,23.5,2023,8,213,3,20.3,21.399999999999995
Valletta (Malta),2023-08-01,22.2,2023,8,213,3,30.1,25.666666666666668
Amsterdam (Netherlands),2023-08-01,16.4,2023,8,213,3,14.6,15.566666666666668
Oslo (Norway),2023-08-01,12.6,2023,8,213,3,9.7,11.699999999999998
Warsaw (Poland),2023-08-01,27.5,2023,8,213,3,25.6,25.933333333333326
Lisbon (Portugal),2023-08-01,13.1,2023,8,213,3,9.8,12.199999999999998
Bucharest (Romania),2023-08-01,30.2,2023,8,213,3,28.0,28.7
Stockholm (Sweden),2023-08-01,11.3,2023,8,213,3,9.8,11.600000000000001
Ljubljana (Slovenia),2023-08-01,15.9,2023,8,213,3,13.8,15.399999999999999
Bratislava (Slovakia),2023-08-01,15.0,2023,8,213,3,11.9,13.666666666666666
Vienna (Austria),2023-09-01,20.8,2023,9,244,4,15.6,16.76666666666667
Brussels (Belgium),2023-09-01,24.6,2023,9,244,4,18.9,19.53333333333333
Sofia (Bulgaria),2023-09-01,21.7,2023,9,244,4,17.8,18.333333333333332
Bern (Switzerland),2023-09-01,17.8,2023,9,244,4,14.9,14.833333333333334
Nicosia (Cyprus),2023-09-01,20.7,2023,9,244,4,12.0,16.499999999999996
Prague (Czech Republic),2023-09-01,26.0,2023,9,244,4,18.5,20.299999999999997
Berlin (Germany),2023-09-01,25.7,2023,9,244,4,17.0,19.73333333333333
Copenhagen (Denmark),2023-09-01,17.5,2023,9,244,4,13.0,13.366666666666665
Tallinn (Estonia),2023-09-01,6.6,2023,9,244,4,6.4,6.033333333333331
Athens (Greece),2023-09-01,33.1,2023,9,244,4,23.9,30.966666666666665
Madrid (Spain),2023-09-01,27.9,2023,9,244,4,18.2,22.03333333333333
EU27 (aggregate),2023-09-01,23.6,2023,9,244,4,17.8,19.566666666666666
Helsinki (Finland),2023-09-01,11.3,2023,9,244,4,11.6,10.966666666666669
Paris (France),2023-09-01,32.3,2023,9,244,4,18.4,22.53333333333333
Zagreb (Croatia),2023-09-01,34.1,2023,9,244,4,27.5,30.166666666666668
Budapest (Hungary),2023-09-01,26.4,2023,9,244,4,21.7,21.899999999999995
Dublin (Ireland),2023-09-01,23.9,2023,9,244,4,15.0,17.333333333333332
Reykjavik (Iceland),2023-09-01,10.1,2023,9,244,4,7.4,8.733333333333334
Rome (Italy),2023-09-01,28.4,2023,9,244,4,19.6,23.266666666666666
Vilnius (Lithuania),2023-09-01,20.7,2023,9,244,4,16.8,17.866666666666667
Luxembourg (Luxembourg),2023-09-01,20.1,2023,9,244,4,13.5,16.0
Riga (Latvia),2023-09-01,28.8,2023,9,244,4,23.5,24.2
Valletta (Malta),2023-09-01,25.8,2023,9,244,4,22.2,26.03333333333333
Amsterdam (Netherlands),2023-09-01,24.0,2023,9,244,4,16.4,18.333333333333336
Oslo (Norway),2023-09-01,12.6,2023,9,244,4,12.6,11.633333333333331
Warsaw (Poland),2023-09-01,33.8,2023,9,244,4,27.5,28.966666666666665
Lisbon (Portugal),2023-09-01,19.3,2023,9,244,4,13.1,14.066666666666668
Bucharest (Romania),2023-09-01,31.4,2023,9,244,4,30.2,29.866666666666664
Stockholm (Sweden),2023-09-01,13.7,2023,9,244,4,11.3,11.6
Ljubljana (Slovenia),2023-09-01,19.6,2023,9,244,4,15.9,16.433333333333334
